X,Y,Z,index,lat,long,speed,date,time,air_val,dust,gsr
-6969.37936009448,6717267.37115627,0,"184",51.539397999999998,-0.062607000000000,5.950000000000000,"230324","12592300","49",0.620000000000000,"682"
-6970.26991602082,6717270.05581243,0,"185",51.539413000000003,-0.062615000000000,5.950000000000000,"230324","12592500","49",0.620000000000000,"682"
-6968.37748467734,6717270.77172089,0,"186",51.539417000000000,-0.062598000000000,3.280000000000000,"230324","12592600","49",0.620000000000000,"682"
-6967.48692875099,6717271.30865227,0,"187",51.539420000000000,-0.062590000000000,3.280000000000000,"230324","12592700","49",0.620000000000000,"682"
-6968.93408213131,6717273.09842382,0,"188",51.539430000000003,-0.062603000000000,1.550000000000000,"230324","12592800","49",0.620000000000000,"683"
-6969.93595754845,6717273.99330973,0,"189",51.539434999999997,-0.062612000000000,1.550000000000000,"230324","12592900","49",0.620000000000000,"682"
-6970.04727703924,6717275.24615018,0,"190",51.539442000000001,-0.062613000000000,1.760000000000000,"230324","12593000","49",0.620000000000000,"682"
-6970.04727703924,6717276.32001358,0,"191",51.539448000000000,-0.062613000000000,1.830000000000000,"230324","12593100","49",0.620000000000000,"682"
-6969.49067958527,6717277.57285439,0,"192",51.539454999999997,-0.062608000000000,1.620000000000000,"230324","12593200","48",0.620000000000000,"682"
-6968.82276264051,6717278.4677408,0,"193",51.539459999999998,-0.062602000000000,2.000000000000000,"230324","12593300","48",0.620000000000000,"682"
-6971.16047194717,6717282.04728742,0,"194",51.539479999999998,-0.062623000000000,2.650000000000000,"230324","12593400","48",0.620000000000000,"682"
-6973.83213972621,6717285.08990328,0,"195",51.539496999999997,-0.062647000000000,2.540000000000000,"230324","12593500","48",0.620000000000000,"683"
-6975.83589056049,6717287.4166103,0,"196",51.539510000000000,-0.062665000000000,2.510000000000000,"230324","12593600","48",0.620000000000000,"682"
-6979.50943375667,6717292.42798152,0,"197",51.539538000000000,-0.062698000000000,2.620000000000000,"230324","12593800","49",0.620000000000000,"682"
-6981.62450408174,6717295.47060126,0,"198",51.539555000000000,-0.062717000000000,2.620000000000000,"230324","12593900","48",0.620000000000000,"682"
-6982.51506000809,6717297.61833353,0,"199",51.539566999999998,-0.062725000000000,2.800000000000000,"230324","12594000","49",0.620000000000000,"682"
-6983.8508938976,6717300.48197743,0,"200",51.539583000000000,-0.062737000000000,2.800000000000000,"230324","12594100","49",0.620000000000000,"681"
-6985.6320057503,6717304.06153373,0,"201",51.539603000000000,-0.062753000000000,2.800000000000000,"230324","12594200","49",0.620000000000000,"682"
-6986.74520065823,6717306.56722408,0,"202",51.539617000000000,-0.062763000000000,3.330000000000000,"230324","12594300","49",0.620000000000000,"682"
-6987.74707607537,6717308.53598131,0,"203",51.539628000000000,-0.062772000000000,3.060000000000000,"230324","12594400","49",0.620000000000000,"682"
-6988.41499302013,6717310.68371703,0,"204",51.539639999999999,-0.062778000000000,2.920000000000000,"230324","12594500","49",0.620000000000000,"682"
-6988.8602709833,6717311.93656312,0,"205",51.539647000000002,-0.062782000000000,2.640000000000000,"230324","12594600","49",0.620000000000000,"682"
-6989.52818792806,6717312.47349722,0,"206",51.539650000000002,-0.062788000000000,2.060000000000000,"230324","12594700","49",0.620000000000000,"683"
-6990.08478538203,6717312.11554115,0,"207",51.539648000000000,-0.062793000000000,1.630000000000000,"230324","12594800","49",0.620000000000000,"683"
-6992.53381417948,6717312.11554115,0,"208",51.539648000000000,-0.062815000000000,0.940000000000000,"230324","12594900","49",0.620000000000000,"683"
-6992.31117519789,6717314.80021206,0,"209",51.539662999999997,-0.062813000000000,1.440000000000000,"230324","12595100","49",0.620000000000000,"682"
-6991.19798028996,6717316.94794943,0,"210",51.539675000000003,-0.062803000000000,1.600000000000000,"230324","12595200","49",0.620000000000000,"682"
-6990.30742436361,6717318.73773099,0,"211",51.539684999999999,-0.062795000000000,2.270000000000000,"230324","12595300","49",0.620000000000000,"682"
-6988.9715904741,6717319.63262193,0,"212",51.539690000000000,-0.062783000000000,2.360000000000000,"230324","12595400","49",0.620000000000000,"682"
-6988.08103454775,6717320.16955653,0,"213",51.539693000000000,-0.062775000000000,2.360000000000000,"230324","12595500","49",0.620000000000000,"682"
-6987.1904786214,6717320.52751296,0,"214",51.539695000000002,-0.062767000000000,1.800000000000000,"230324","12595600","49",0.620000000000000,"682"
-6986.18860320426,6717321.06444762,0,"215",51.539698000000001,-0.062758000000000,1.310000000000000,"230324","12595700","49",0.620000000000000,"682"
-6985.5206862595,6717321.95933881,0,"216",51.539703000000003,-0.062752000000000,1.060000000000000,"230324","12595800","49",0.620000000000000,"682"
-6983.07165746205,6717321.95933881,0,"217",51.539703000000003,-0.062730000000000,1.290000000000000,"230324","12595900","49",0.620000000000000,"682"
-6980.5113091738,6717321.78036056,0,"218",51.539701999999998,-0.062707000000000,1.780000000000000,"230324","13000000","49",0.620000000000000,"683"
-6976.39248801446,6717320.16955653,0,"219",51.539693000000000,-0.062670000000000,4.250000000000000,"230324","13000100","49",0.620000000000000,"683"
-6970.49255500241,6717320.16955653,0,"220",51.539693000000000,-0.062617000000000,4.790000000000000,"230324","13000300","49",0.620000000000000,"682"
